session,time,distance,per,hand,num,audio,ide,label
1603,53,0.308856,0.76085,0.620663,3.003725,-13.931423,6,1
1518,53,0.434303,1.003205,1.736387,6.941973,0.507802,2,0
1560,53,0.445294,0.593681,0.024036,17.614562,0.65298,3,1
1558,53,0.331781,0.717977,0.628932,16.792969,-15.018758,9,1
1541,53,0.436582,0.881325,0.668754,15.947266,-14.501516,3,1
1585,53,0.884163,0.80607,0.558638,15.923245,1.804652,3,1
1542,53,0.346601,1.003205,0.699711,18.042701,1.557142,6,0
1594,53,0.285316,0.740417,0.947676,16.85689,0.700386,3,0
1525,53,1.199155,1.003205,1.736387,1.262667,0.490084,2,0
1563,53,0.994231,1.003205,0.645227,16.518101,-1.01762,3,1
1567,53,0.290709,0.71736,0.483261,15.907243,-12.417157,6,1
1559,53,0.507782,0.78463,0.093745,17.396075,-10.947035,6,1
1591,53,0.349287,0.838166,0.771844,15.80643,-0.421336,6,1
1550,53,0.329539,0.801885,0.329321,17.024385,-8.148433,3,0
1523,53,0.384262,0.807015,0.845261,16.535581,-14.791554,3,1
1560,53,0.286029,1.003205,0.716784,18.612685,0.725834,3,1
1583,53,1.256526,0.872488,1.736387,5.591121,0.155317,3,0
1551,53,0.278696,1.003205,0.839255,13.931711,-6.951245,9,1
1556,53,0.399696,1.003205,1.701739,15.761556,2.971525,2,0
1560,53,1.054954,0.77507,1.736387,16.243364,1.643898,3,0
1582,53,0.397456,1.003205,0.335675,19.232099,0.571653,8,1
1574,53,0.304844,0.561776,0.694648,14.319089,-7.060121,6,1
1584,53,0.270125,0.607437,0.498785,18.048927,-20.590181,9,1
1565,53,0.724069,1.003205,1.736387,17.101755,0.651501,3,0
1600,53,0.451472,0.822416,0.756906,17.163074,-18.093658,6,1
1513,53,0.351673,0.723434,0.795864,15.362858,2.387777,3,1
1498,53,0.764889,0.807922,1.736387,3.159902,0.750339,3,0
1586,53,0.615961,1.003205,1.699363,2.556214,1.384479,3,0
1549,53,0.779155,0.719266,0.602859,18.356032,-17.366259,9,1
1498,53,1.277744,1.003205,0.735299,4.920902,0.647248,3,0
1545,53,0.323753,0.671883,0.663475,15.29636,-16.095158,5,1
1498,53,0.439808,1.003205,1.428669,-0.249021,2.745086,3,0
1567,53,0.368386,1.003205,0.767505,16.075464,0.888502,3,0
1594,53,0.332297,0.813904,0.803998,13.641129,0.396761,9,1
1552,53,0.817563,0.656421,0.857395,15.214564,7.885831,6,1
1600,53,0.395113,0.510822,0.593505,17.132117,-13.012125,5,0
1546,53,0.293676,0.868453,0.526521,17.081306,-20.590181,9,1
1609,53,0.287703,1.003205,0.921133,16.060699,-12.558447,9,1
1605,53,0.308842,0.712053,0.719745,15.838861,-8.536528,3,1
1560,53,1.228546,1.003205,0.907974,18.962408,-3.718449,7,1
1579,53,0.790428,0.810185,0.458333,19.751006,-16.681891,9,1
1574,53,0.700042,0.663307,0.772624,12.503211,-8.154844,6,1
1552,53,0.708164,0.679372,0.71333,12.186794,22.297423,8,1
1531,53,0.954025,0.82399,0.358552,18.038034,-20.196685,6,1
1585,53,0.596786,0.768653,1.687576,2.974121,0.164719,3,0
1583,53,0.944263,1.003205,0.286258,18.264076,0.490673,9,0
1563,53,0.402173,0.673507,0.917276,16.983186,-7.74857,3,1
1540,53,0.900172,0.780777,0.77904,18.865124,-20.590181,9,1
1551,53,0.330241,0.773769,1.580338,15.45528,1.375176,3,0
1550,53,0.639174,1.003205,1.081494,13.80329,0.152564,3,0
1498,53,0.346334,0.300603,0.868412,17.95507,16.961417,6,1
1535,53,0.35973,1.003205,0.589982,13.751828,-8.664869,5,1
1550,53,0.399752,0.683061,0.583919,17.78767,-14.558256,6,1
1539,53,0.400612,0.740631,0.647025,16.085704,-15.528045,8,1
1616,53,0.359854,0.787263,0.646953,15.799912,8.300987,6,1
1598,53,0.683908,0.578773,0.649532,18.468479,-15.545472,9,1
1562,53,0.344795,0.569873,0.750807,16.24898,-2.105352,8,1
1573,53,0.349349,1.003205,0.80129,14.67327,1.077934,3,0
1613,53,1.019775,0.724022,1.736387,16.607777,-17.606738,9,1
1531,53,0.311142,1.003205,0.863272,18.008974,1.095358,3,1
1570,53,0.511656,0.85745,0.833582,17.306634,0.641573,5,1
1576,53,0.317746,0.684636,0.563635,18.27383,0.932936,3,0
1605,53,0.354782,0.626626,0.706068,18.319862,-8.41611,3,1
1565,53,0.363851,0.580237,0.696613,3.306257,0.179508,3,0
1551,53,0.365213,1.003205,0.520619,17.342239,-0.90443,8,1
1562,53,0.364449,0.654496,0.679829,16.967074,-12.952058,9,0
1561,53,0.660877,0.694182,0.848441,17.74451,-18.058293,7,1
1556,53,0.385248,0.58571,0.701432,17.428289,2.548896,3,1
1588,53,0.275976,0.803918,0.805315,16.557758,-16.346419,3,1
1562,53,0.792684,0.74686,0.523099,19.32687,1.150555,6,1
1585,53,0.355609,1.003205,0.620195,18.148763,-7.796779,3,1
1521,53,0.474822,1.003205,1.087523,3.277003,2.234608,3,0
1624,53,0.371144,0.880202,0.179433,14.986622,2.232673,6,1
1531,53,0.346001,0.700359,0.778497,17.071946,-1.221126,3,1
1500,53,0.829621,0.760725,1.620568,4.273581,3.118342,3,0
1550,53,0.366737,0.779826,0.905609,17.543828,0.252388,9,0
1548,53,0.3064,0.663254,0.860774,14.52609,-13.451958,7,1
1561,53,1.178131,1.003205,0.810387,15.590806,2.396687,5,0
1549,53,0.319333,0.748542,0.508763,16.738583,-12.356789,3,1
1561,53,0.329615,0.591209,0.976031,13.832355,-13.7258,3,1
1627,53,0.38262,0.730203,0.429096,16.029867,0.712737,9,1
1572,53,0.336832,0.696486,0.688298,18.424059,0.892136,9,1
1607,53,0.361847,1.003205,0.40239,17.50556,0.487398,3,1
1577,53,0.313553,0.935496,0.685911,16.566352,-14.202607,7,1
1606,53,0.897331,0.766541,0.477466,15.185765,-10.717146,9,1
1586,53,0.401317,0.764425,0.526074,15.507118,-10.587052,6,1
1539,53,0.324676,0.771326,0.995067,16.29023,-0.047939,3,0
1580,53,0.366081,1.003205,0.062989,18.55051,-13.271484,3,0
1532,53,0.546946,1.003205,1.709647,4.413471,1.67222,3,0
1503,53,0.338721,0.915803,0.758029,2.072966,0.874937,3,0
1530,53,1.2424,0.727293,0.227581,18.423513,-7.12733,9,1
1583,53,0.269718,1.003205,0.467763,16.797493,-20.590181,3,1
1530,53,0.382695,0.639995,0.811522,19.744503,-5.214915,3,1
1601,53,0.315975,0.646128,0.777577,15.19269,-0.792849,9,1
1583,53,0.412449,1.003205,0.743888,16.540212,-17.310164,3,1
1595,53,0.318999,0.603985,0.761355,15.824125,1.716941,3,1
1561,53,0.579536,0.818234,0.632815,16.687929,0.18878,2,1
1569,53,0.300164,0.675172,0.551674,14.867657,-18.915868,9,1
1529,53,0.275372,0.772958,0.709972,19.126395,0.095767,5,1
1587,53,0.29044,1.003205,0.702505,16.7566,-1.700034,3,1
1539,53,0.324,1.003205,1.736387,4.113614,2.012253,4,0
1592,53,0.726953,0.832989,0.579184,19.751006,-14.08729,5,1
1587,53,0.317437,0.784718,0.292349,16.751621,-8.951755,9,1
1576,53,0.31541,1.003205,0.547274,14.539011,-0.433143,6,1
1583,53,0.379143,0.678896,0.699988,16.452378,-14.043891,6,1
1586,53,0.323252,0.786117,0.822036,18.756328,-10.071673,6,1
1639,53,0.284851,0.576665,0.527866,15.915335,-19.542058,4,1
1590,53,0.559907,0.570746,0.855439,17.300943,-13.122851,3,1
1550,53,1.29425,0.767552,0.89542,16.133447,-5.277383,9,1
1558,53,0.521201,1.003205,0.704379,16.953269,-15.395459,6,1
1542,53,0.290493,0.48301,0.580506,18.632931,-10.882423,3,1
1498,53,0.408162,0.759955,0.776869,18.271101,1.090779,3,0
1529,53,1.29425,0.847879,1.074587,8.909193,0.806884,2,0
1609,53,0.381406,0.79576,0.559764,18.27186,-13.654457,3,1
1555,53,0.792144,1.003205,1.102289,6.474324,1.185959,3,0
1582,53,0.608665,0.576353,0.672155,18.1624,-14.768828,3,0
1630,53,0.34206,0.766577,0.625781,15.744624,-15.679031,9,1
1547,53,0.398061,0.695458,1.025268,16.57977,-5.548483,9,1
1498,53,0.337739,0.686732,1.064443,14.029191,0.499637,3,1
1539,53,0.371179,0.688821,1.005879,19.639963,-14.527498,9,1
1591,53,0.355203,0.809069,0.814415,16.796231,-10.581158,3,0
1501,53,0.363427,1.003205,0.934637,18.897317,-20.590181,3,1
1586,53,0.355258,0.671452,0.780177,15.306716,-16.673433,6,1
1513,53,0.367537,0.780175,0.772754,19.111737,-9.391204,5,1
1524,53,0.335732,0.785165,0.722242,18.504872,-17.027419,9,1
1515,53,0.321599,0.59099,0.728292,19.751006,-15.678861,6,0
1572,53,0.352572,0.694025,0.357646,16.103514,-7.244194,9,1
1551,53,0.641008,1.003205,0.705429,16.079954,0.622038,3,1
1565,53,0.413067,1.003205,1.08547,16.036261,-5.108023,9,1
1552,53,0.37128,0.830021,1.736387,16.107121,2.294913,3,0
1511,53,0.414293,0.62772,0.830011,15.743525,-8.370752,8,1
1526,53,0.839331,1.003205,0.447175,16.68015,-20.590181,3,1
1572,53,0.355552,0.587603,0.261557,14.314058,-18.661757,7,0
1618,53,0.303755,0.931308,1.633935,3.999717,0.874548,3,0
1577,53,0.271787,0.667082,0.519288,15.442698,-20.590181,9,1
1548,53,1.29425,1.003205,0.997409,3.21723,0.000364,3,0
1498,53,0.301593,0.857764,0.592517,17.767776,-15.249515,9,1
1564,53,0.329159,0.589022,0.679208,19.751006,-15.604605,9,1
1527,53,0.679579,0.667053,0.552806,18.439855,-11.68871,3,1
1506,53,0.963935,0.895297,1.736387,-0.718868,1.95447,3,0
1523,53,0.396182,1.003205,1.084095,16.484853,-0.022349,9,1
1590,53,0.553602,1.003205,0.624537,18.130493,-20.590181,3,1
1595,53,0.374337,0.697615,0.69683,17.198534,-5.520227,3,1
1565,53,0.425071,0.747131,0.488843,18.618015,1.325672,9,1
1538,53,0.337431,0.587123,0.395141,15.086867,0.665572,3,0
1602,53,0.401346,1.003205,0.481523,16.54017,-9.826348,3,1
1553,53,0.275267,0.683754,0.805265,17.347471,0.012059,6,1
1551,53,1.20285,1.003205,1.736387,6.283975,-0.374271,3,0
1592,53,0.730781,0.745248,0.38678,16.57216,-12.377637,8,1
1552,53,0.287999,1.003205,0.805527,2.17898,2.133862,3,0
1566,53,0.319657,0.851597,0.345943,15.915435,1.269271,6,1
1517,53,0.335026,0.917818,0.572445,16.154959,-12.741628,7,1
1511,53,0.352139,0.79129,1.115158,18.792543,23.41403,6,1
1507,53,0.336861,0.757907,1.736387,17.314079,2.35795,3,0
1507,53,0.299534,0.69973,0.937463,19.066951,10.568582,9,1
1532,53,1.29425,0.707158,0.889977,16.143295,-3.741989,6,1
1526,53,0.28443,0.800963,1.027687,18.191841,-4.637986,9,1
1525,53,1.098433,1.003205,1.736387,6.232061,2.849193,3,0
1498,53,0.347476,1.003205,1.736387,17.835697,-0.224998,3,0
1581,53,0.27784,0.696828,0.760183,17.607821,-19.089124,6,1
1551,53,1.152181,0.757725,0.766124,18.98296,2.450025,3,0
1599,53,0.312852,0.491698,0.661245,15.570502,-13.177285,9,1
1622,53,0.396805,0.843372,0.804486,17.077433,-7.263744,9,1
1504,53,0.342307,0.789527,0.479161,16.771926,-8.717034,6,1
1619,53,0.344608,1.003205,0.602917,19.751006,1.312704,5,1
1592,53,1.038507,0.777448,0.803903,18.628633,-1.603276,3,1
1556,53,0.601673,0.725881,0.590381,16.605854,-14.460668,2,1
1506,53,0.644084,1.003205,0.719523,19.751006,-16.260004,3,1
1564,53,0.59829,0.697669,0.820649,18.061377,5.921784,6,1
1561,53,0.306862,0.611055,0.782017,16.204966,2.764957,9,1
1587,53,0.350615,0.778466,0.71425,17.239966,-5.304763,6,1
1530,53,0.735061,0.552524,0.686381,15.886946,-6.002199,3,1
1545,53,0.34657,0.638947,0.724874,17.209958,-20.391337,7,1
1528,53,0.318411,1.003205,0.944758,14.61787,-0.11054,3,1
1552,53,0.962257,1.003205,0.497543,17.812881,-5.595153,9,1
1585,53,0.862375,1.003205,1.736387,2.242489,0.503361,3,0
1562,53,0.274462,0.696913,0.563612,16.031954,-18.175295,7,1
1511,53,0.348831,1.003205,0.657755,18.006405,-17.371123,9,1
1565,53,1.15245,0.820567,1.736387,2.319312,2.763566,3,0
1532,53,0.346081,1.003205,0.697814,17.911027,-14.779065,3,0
1621,53,0.815046,0.603679,0.723108,18.083545,1.307412,3,1
1579,53,0.795682,0.844012,1.736387,4.776705,0.112149,3,0
1550,53,0.39397,0.737309,0.253641,19.311134,-14.851561,6,1
1622,53,0.305102,0.676487,0.440968,15.62259,16.62255,3,1
1563,53,0.305334,0.684235,0.836935,19.751006,-14.314455,3,1
1610,53,0.384177,0.784387,0.535711,18.261201,-20.590181,6,1
1546,53,0.267339,0.863038,0.575954,16.784273,-10.922215,6,1
1602,53,0.725732,0.711171,0.771045,19.751006,0.068753,9,0
1554,53,0.30563,0.71361,0.727899,15.714513,12.291334,3,1
1529,53,0.301269,1.003205,0.824676,17.375818,-18.9763,3,1
1597,53,0.317459,0.920951,0.489766,19.325643,-20.590181,9,1
1586,53,0.92286,0.719454,0.61857,17.890618,-5.957138,3,1
1573,53,0.418887,1.003205,0.628981,16.865224,-9.298166,6,1
1558,53,0.3553,0.827971,0.632958,17.428803,1.36057,3,0
1566,53,1.039286,0.736508,1.736387,6.211191,1.996261,3,0
1500,53,0.870505,1.003205,0.860305,13.959006,11.949859,6,1
1586,53,0.279173,0.786064,0.482202,18.454949,-12.546342,5,1
1526,53,0.506704,0.645558,0.719641,15.420495,-14.300815,3,0
1556,53,0.375622,1.003205,0.866516,16.313334,-10.241825,2,1
1578,53,0.364624,0.891992,0.596627,14.836243,20.887907,6,1
1623,53,0.334776,0.74595,0.728579,19.012318,-20.069553,3,1
1514,53,0.342117,1.003205,0.679902,14.627793,-8.431497,6,1
1505,53,0.325323,1.003205,0.524523,17.857412,2.652597,2,1
1558,53,0.289731,0.541228,0.964942,17.815464,-10.134077,9,0
1508,53,1.054331,1.003205,0.90577,14.950283,-17.673081,6,1
1543,53,0.712859,0.671125,0.242486,18.768365,-17.643465,3,1
1595,53,0.471485,0.998265,0.616355,17.985961,8.399886,3,1
1613,53,0.391076,1.003205,0.408138,15.289632,-17.600712,5,1
1587,53,0.301294,0.870746,0.794625,16.504913,-10.558961,5,1
1580,53,0.381521,1.003205,0.400543,19.068677,-13.558492,6,1
1624,53,0.768226,0.712512,0.232918,17.128775,14.329119,3,0
1528,53,0.611754,1.003205,0.785164,19.751006,-1.051743,4,1
1498,53,0.301341,0.790696,0.583023,17.407214,-16.246986,6,1
1549,53,0.359445,0.84152,0.540805,18.745232,-7.454851,6,1
1518,53,0.314565,0.816613,0.729377,15.971052,-5.640492,5,0
1587,53,1.147552,0.770567,0.408708,16.368509,-10.74395,6,1
1561,53,1.104302,1.003205,1.736387,1.133399,0.93345,3,0
1548,53,0.474197,0.682436,0.530272,18.207889,7.022064,6,1
1541,53,1.066644,0.68519,0.466027,16.100462,-15.070781,7,1
1630,53,1.102651,1.003205,1.736387,7.11692,-0.343595,3,0
1570,53,0.387511,0.595121,0.392354,16.471802,0.575675,3,0
1516,53,0.933448,1.003205,1.736387,1.575894,1.953714,3,0
1546,53,0.353992,0.863309,0.891584,17.482877,-20.590181,9,1
1555,53,0.360768,0.867417,0.706823,18.933872,3.606154,3,1
1570,53,0.322299,0.643065,0.734339,17.56509,-10.355905,5,1
1592,53,0.368227,0.718655,0.992585,17.15939,-5.415316,7,1
1555,53,0.301436,0.789277,0.476863,19.751006,-19.484633,6,1
1541,53,0.302377,1.003205,0.655884,18.177125,-10.586046,2,1
1551,53,1.064472,1.003205,0.859456,1.894842,-0.80688,3,0
1550,53,0.392632,0.818678,0.856291,14.632317,-4.647156,3,1
1572,53,0.314941,0.61418,0.781319,17.418458,-10.022253,6,1
1506,53,1.024269,0.701548,0.616829,15.425929,1.697942,3,0
1572,53,0.43952,0.588793,1.026276,16.522761,0.821143,3,0
1561,53,0.388896,0.771412,0.706679,19.751006,-20.590181,3,1
1499,53,0.839076,1.003205,0.849991,16.823568,-9.222936,6,0
1579,53,0.84042,0.61001,0.749995,17.647098,-12.640873,6,1
1563,53,0.36759,0.797513,0.754668,15.638454,-1.126698,8,1
1598,53,1.136708,0.74741,0.302107,16.380354,-10.938355,3,0
1608,53,0.363443,0.632501,0.572384,18.363683,0.615127,3,1
1592,53,0.373054,0.610964,0.833499,16.280018,-13.384751,7,1
1513,53,1.25361,1.003205,1.736387,3.3925,0.822218,3,0
1533,53,0.565955,1.003205,0.482698,18.241329,0.06877,9,1
1498,53,0.330968,0.594443,0.982083,0.70808,-3.234593,9,1
1552,53,0.835497,0.746651,0.579414,13.064847,-18.129074,9,1
1618,53,0.31161,0.86945,0.732269,14.789148,-7.813954,3,1
1655,53,0.722401,1.003205,0.607805,17.248989,-10.916737,9,1
1571,53,0.881086,1.003205,1.544998,4.070691,1.307069,3,0
1513,53,0.444882,0.744718,0.298614,15.114684,-11.973937,3,1
1516,53,0.366712,0.817876,0.492616,15.504264,-0.609885,3,1
1557,53,0.342785,0.560551,0.707506,14.406608,-9.692429,8,1
1519,53,0.352634,1.003205,0.630496,17.587421,-19.977131,6,1
1586,53,0.331808,0.730687,0.763978,16.60054,-4.122768,6,0
1549,53,0.311551,0.775263,0.943327,15.385775,0.837396,5,1
1579,53,0.311162,1.003205,0.728432,16.243537,-4.179132,3,0
1555,53,0.742039,0.625247,0.276993,18.460497,11.275439,5,1
1540,53,0.939685,1.003205,0.890276,16.713084,2.514377,9,0
1508,53,0.393506,0.824216,1.310902,15.283109,19.34512,6,1
1576,53,0.325582,0.703735,0.463386,17.952031,2.683799,6,1
1551,53,1.177072,1.003205,0.958718,-0.718868,2.05271,3,0
1549,53,0.376619,0.726269,1.007821,16.282801,-3.443453,9,0
1551,53,0.62499,0.811081,0.200859,17.368743,-18.509011,6,1
1590,53,0.37131,0.752159,0.300757,17.725392,-13.536604,8,1
1534,53,0.415582,1.003205,1.427389,7.348632,1.012101,3,0
1561,53,1.186913,1.003205,1.736387,5.388576,0.2968,3,0
1502,53,0.326749,0.77481,0.690771,16.735141,-20.590181,5,1
1569,53,0.398075,0.607462,0.764169,18.87217,9.266131,5,1
1516,53,1.027664,0.745242,0.751721,18.012619,-4.76397,9,1
1525,53,0.899308,0.899491,1.736387,8.41927,-0.641642,3,0
1543,53,0.402148,0.754424,0.867411,18.066984,-3.29508,7,1
1589,53,0.309475,0.812173,0.868004,17.048439,3.677525,9,1
1499,53,0.275287,0.77307,0.497341,14.435588,-12.030553,3,0
1534,53,0.905083,0.57746,0.717596,15.540578,-10.304972,3,1
1540,53,0.947044,0.799824,0.742132,15.476423,-12.774481,6,1
1549,53,0.297346,0.735163,0.875281,17.399908,-13.224845,3,1
1543,53,0.342743,0.845075,0.781365,15.880297,-0.354376,6,1
1516,53,0.795469,1.003205,0.954989,17.709603,1.827289,5,0
1575,53,0.282453,1.003205,0.267607,15.738597,0.608902,6,1
1536,53,0.398796,0.675479,0.772167,15.817135,-1.889073,3,1
1516,53,0.335282,0.556905,0.697167,18.547862,-12.253329,3,1
1498,53,0.353203,0.69581,0.558503,18.78845,-20.234137,6,1
1530,53,0.350448,1.003205,0.719336,17.263003,9.318369,6,1
1581,53,0.987481,1.003205,1.024185,17.522032,-11.162379,9,0
1546,53,0.31603,0.773198,0.648797,19.751006,-8.713551,6,1
1615,53,0.346563,1.003205,0.503822,17.940949,-6.594644,3,0
1507,53,0.36179,1.003205,0.86917,18.324537,2.291435,5,0
1571,53,0.360448,0.654034,1.736387,14.818759,2.190047,5,1
1551,53,0.274725,0.824621,0.646399,19.157825,0.748309,5,1
1531,53,1.282676,0.757126,0.649772,17.341822,-16.958642,9,1
1626,53,0.295063,0.902717,0.6989,14.628266,-12.996231,3,0
1515,53,0.393091,0.472663,0.679172,16.120359,-12.875548,3,1
1551,53,0.346895,0.765389,0.603965,17.317776,-6.873225,6,1
1547,53,0.356651,1.003205,0.569852,18.36239,-6.393364,9,1
1567,53,1.282117,0.805586,0.959013,17.423455,-13.941035,5,1
1574,53,1.035884,1.003205,0.739306,14.007667,2.084556,3,1
1581,53,0.377536,0.64802,0.827683,18.779472,-9.925683,2,1
1565,53,0.363773,0.692066,0.67332,15.508799,-8.013747,3,1
1605,53,0.326513,0.559055,0.333634,15.887564,-14.789057,8,1
1569,53,0.406353,0.754975,0.477597,19.152693,-13.462598,3,1
1509,53,0.326469,1.003205,1.091555,17.713221,1.577009,5,1
1536,53,1.249995,1.003205,0.708455,17.708976,3.322841,3,1
1573,53,0.305365,0.639353,0.470055,17.514776,-13.247124,8,1
1514,53,0.858756,1.003205,0.710916,18.126894,1.237643,9,0
1557,53,0.405082,1.003205,0.446506,16.321199,-8.444523,6,1
1629,53,0.337988,0.57796,0.477729,17.701678,-9.111843,6,0
1580,53,0.319873,0.585424,0.728196,17.343559,2.719828,3,1
1561,53,1.134271,1.003205,1.736387,5.828138,-0.059269,3,0
1617,53,0.329356,1.003205,0.807126,18.555156,-16.328662,5,1
1537,53,1.076887,1.003205,0.853732,12.608513,1.708546,3,0
1605,53,1.029289,0.488762,0.534447,15.982028,-18.044377,3,0
1546,53,0.749892,0.792207,0.749505,17.900274,-6.146836,3,0
1510,53,0.340487,1.003205,0.355375,18.088244,-20.411464,8,0
1569,53,0.688349,1.003205,0.773904,16.338213,-0.049341,3,0
1577,53,0.345403,0.634453,0.697254,17.066538,-4.666038,3,1
1541,53,1.025413,0.850634,1.736387,0.641526,1.927824,3,0
1498,53,0.453375,0.486568,0.969328,16.232895,0.975812,5,1
1498,53,0.338193,0.735632,0.911632,15.105112,1.870487,9,1
1562,53,0.330401,0.722395,0.648996,15.342969,-16.544783,3,1
1589,53,0.693647,1.003205,0.786413,18.307819,-20.590181,9,1
1506,53,0.269415,1.003205,0.694591,15.856588,-13.531444,6,0
1585,53,0.388766,0.683797,0.456032,14.9946,-11.675089,9,1
1546,53,0.353203,0.570931,0.674021,17.245463,-20.344091,3,1
1505,53,0.716172,0.547869,1.223793,-0.718868,1.414499,3,0
